DOCUMENT INFORMATION,PRIMARY CASE INFORMATION,PRIMARY CASE DATE,STATE,TREATMENT,TREATED CASE INFORMATION,TREATED CASE DATE
"Supreme Court of California. November 30, 1896 115 Cal. 132 46 P. 915
Extracted from page: 41
","People v. Ratz, No. 186, 115 Cal. 132, 46 P. 915 (Cal. Nov. 30, 1896)
","Nov. 30, 1896",California,Overruled by," 1.  People v. Hernandez  
39 Cal.Rptr. 361 , 393 P.2d 673 , 61 Cal.2d 529 , 8 A.L.R.3d 1092 , Cal. , (NO. CR. 7386 )
","July 09, 1964"
"Supreme Court of California. August 18, 1896 114 Cal. 64 45 P. 1004
Extracted from page: 48
","Finger v. McCaughey, No. 178, 114 Cal. 64, 45 P. 1004 (Cal. Aug. 18, 1896)
","Aug. 18, 1896",California,Overruled by," 1.  Garrett v. Coast & Southern Fed. Sav. & Loan Assn. 
108 Cal.Rptr. 845 , 511 P.2d 1197 , 9 Cal.3d 731 , 63 A.L.R.3d 39 , Cal. , (NO. LA 30107 )
","July 18, 1973"
"29, 1954 42 Cal.2d 158 265 P.2d 904
Extracted from page: 52
","Prescott v. Ralph's Grocery Co., No. L.A. 22826, 42 Cal. 2d 158, 265 P.2d 904 (Cal. Jan. 29, 1954)
","Jan. 29, 1954",California,Abrogated by," 1.  Knight v. Jewett 
11 Cal.Rptr.2d 2 , 834 P.2d 696 , 3 Cal.4th 296 , Cal. , (NO. S019021 )
","Aug. 24, 1992"
"29, 1954 42 Cal.2d 158 265 P.2d 904
Extracted from page: 52
","Prescott v. Ralph's Grocery Co., No. L.A. 22826, 42 Cal. 2d 158, 265 P.2d 904 (Cal. Jan. 29, 1954)
","Jan. 29, 1954",California,Abrogated by," 2.  Avila v. Citrus Community College Dist. 
41 Cal.Rptr.3d 299 , 131 P.3d 383 , 38 Cal.4th 148 , 208 Ed. Law Rep. 606 , 06 Cal. Daily Op. Serv. 2855 , 2006 Daily Journal D.A.R. 4122 , Cal. , (NO. S119575 )
","Apr. 06, 2006"
"Supreme Court of California. March 04, 1954 42 Cal.2d 435 267 P.2d 249
Extracted from page: 54
","Hall v. Hall, No. L.A. 22517, 42 Cal. 2d 435, 267 P.2d 249 (Cal. Mar. 04, 1954)
","Mar. 04, 1954",California,Overruled by," 1.  Carney v. Simmonds 
315 P.2d 305 , 49 Cal.2d 84 , Cal. , (NO. S.F. 19375 )
","Sep. 17, 1957"
"Bank. February 04, 1954 42 Cal.2d 200 266 P.2d 505
Extracted from page: 59
","People v. Byrd, No. CR. 5487, 42 Cal. 2d 200, 266 P.2d 505 (Cal. Feb. 04, 1954)
","Feb. 04, 1954",California,Overruled by," 1.  People v. Green 
302 P.2d 307 , 47 Cal.2d 209 , Cal. , (NO. CR. 5782 )
","Oct. 19, 1956"
"Supreme Court of California. March 12, 1954 42 Cal.2d 500 267 P.2d 1025
Extracted from page: 59
","Holm v. Superior Court, No. S.F. 18781, 42 Cal. 2d 500, 267 P.2d 1025 (Cal. Mar. 12, 1954)
","Mar. 12, 1954",California,Overruled by," 1.  Suezaki v. Superior Court of Santa Clara County 
23 Cal.Rptr. 368 , 373 P.2d 432 , 58 Cal.2d 166 , 95 A.L.R.2d 1073 , Cal. , (NO. S.F. 20975 )
","July 19, 1962"
"Bank. June 29, 1954 43 Cal.2d 157 272 P.2d 16
Extracted from page: 60
","Parr-Richmond Indus. Corp. v. Boyd, No. 18625, 43 Cal. 2d 157, 272 P.2d 16 (Cal. June 29, 1954)
","June 29, 1954",California,Overruled by," 1.  Williams & Fickett v. County of Fresno  
218 Cal.Rptr.3d 362 , 395 P.3d 247 , 2 Cal.5th 1258 , 17 Cal. Daily Op. Serv. 5224 , 2017 Daily Journal D.A.R. 5270 , Cal. , (NO. S224476 )
","June 05, 2017"
"Supreme Court of California. April 01, 1864 25 Cal. 169 1864 WL 638
Extracted from page: 6
","Willson v. McEvoy, 25 Cal. 169, 1864 WL 638 (Cal. Apr. 01, 1864)
","Apr. 01, 1864",California,Overruled by," 1.  Reachi v. National Auto. Cas. Ins. Co. of Los Angeles 
236 P.2d 151 , 37 Cal.2d 808 , Cal. , (NO. LA 21766 )
","Oct. 19, 1951"
"Supreme Court of California. April 01, 1864 25 Cal. 49 1864 WL 625
Extracted from page: 7
","De Castro v. Richardson, 25 Cal. 49, 1864 WL 625 (Cal. Apr. 01, 1864)
","Apr. 01, 1864",California,Abrogated by," 1.  Spanagel v. Dellinger 
34 Cal. 476 , 1868 WL 715 , Cal.
","June 15, 1868"
