DOCUMENT INFORMATION,PRIMARY CASE INFORMATION,PRIMARY CASE DATE,STATE,TREATMENT,TREATED CASE INFORMATION,TREATED CASE DATE
"Supreme Court of New Jersey. February 14, 1952 9 N.J. 134 87 A.2d 325
Extracted from page: 1
","Reimann v. Monmouth Consol. Water Co., No. A-73, 9 N.J. 134, 87 A.2d 325 (N.J. Feb. 14, 1952)
","Feb. 14, 1952",NewJersey,Overruled by," 1.  Weinberg v. Dinger  
524 A.2d 366 , 106 N.J. 469 , 55 USLW 2580 , N.J. , (NO. A-1 , A-2 )
","Apr. 02, 1987"
"Court of Errors and Appeals of New Jersey. April 03, 1941 126 N.J.L. 307 1 Abbotts 307
Extracted from page: 3
","Kearney v. National Grain Yeast Corp., No. 24, 126 N.J.L. 307, 19 A.2d 19, 1 Abbotts 307 (N.J.Err. & App. Apr. 03, 1941)
","& App. Apr. 03, 1941",NewJersey,Overruled by," 1.  Bilotti v. Accurate Forming Corp.  
188 A.2d 24 , 39 N.J. 184 , N.J. , (NO. A-28 )
","Jan. 21, 1963"
"Court of Errors and Appeals of New Jersey. November 15, 1920 92 N.J. Eq. 214 7 B.Stockton 214
Extracted from page: 8
","McCracken v. Gulick, 92 N.J. Eq. 214, 112 A. 317, 7 B. Stockton 214 (N.J.Err. & App. Nov. 15, 1920)
","& App. Nov. 15, 1920",NewJersey,Overruled by," 1.  In re Arens’ Trust 
197 A.2d 1 , 41 N.J. 364 , N.J. , (NO. A-2 )
","Jan. 20, 1964"
"Court of Errors and Appeals of New Jersey. November 15, 1920 95 N.J.L. 145 10 Gummere 145
Extracted from page: 9
","State v. Schilling, 95 N.J.L. 145, 112 A. 400, 10 Gummere 145 (N.J.Err. & App. Nov. 15, 1920)
","& App. Nov. 15, 1920",NewJersey,Overruled by," 1.  State v. White  
142 A.2d 65 , 27 N.J. 158 , N.J. , (NO. A-103 )
","May 26, 1958"
"25, 1942 128 N.J.L. 455 3 Abbotts 455
Extracted from page: 9
","Stemmer v. Kline, No. 41, 128 N.J.L. 455, 26 A.2d 489, 3 Abbotts 455 (N.J.Err. & App. May 25, 1942)
","& App. May 25, 1942",NewJersey,Overruled by," 1.  Smith v. Brennan  
157 A.2d 497 , 31 N.J. 353 , N.J. , (NO. A-47 )
","Jan. 11, 1960"
"Court of Errors and Appeals of New Jersey. May 14, 1942 31 Backes 25 132 N.J. Eq. 25
Extracted from page: 10
","Telis v. Telis, No. 231, 132 N.J. Eq. 25, 26 A.2d 249, 31 Backes 25 (N.J.Err. & App. May 14, 1942)
","& App. May 14, 1942",NewJersey,Overruled by," 1.  Frank v. Frank’s, Inc. 
87 A.2d 724 , 9 N.J. 218 , 32 A.L.R.2d 700 , N.J. , (NO. A-102 )
","Mar. 31, 1952"
"Court of Errors and Appeals of New Jersey. December 03, 1942 129 N.J.L. 263 4 Abbotts 263
Extracted from page: 10
","O'Connor v. Board of Public Utility Com'rs, No. 24, 129 N.J.L. 263, 29 A.2d 390, 4 Abbotts 263, 1942 WL 75778 (N.J.Err. & App. Dec. 03, 1942)
","& App. Dec. 03, 1942",NewJersey,Overruled by," 1.  Pennsylvania-Reading Seashore Lines v. Board of Public Utility Com’rs  
74 A.2d 265 , 5 N.J. 114 , N.J. , (NO. A-138 )
","June 19, 1950"
"Court of Errors and Appeals of New Jersey. September 08, 1942 31 Backes 464 132 N.J. Eq. 464
Extracted from page: 10
","Redmond v. New Jersey Historical Soc., No. 208, 132 N.J. Eq. 464, 28 A.2d 189, 31 Backes 464 (N.J.Err. & App. Sep. 08, 1942)
","& App. Sep. 08, 1942",NewJersey,Overruled by," 1.  O’Keeffe v. Snyder  
416 A.2d 862 , 83 N.J. 478 , N.J.
","July 17, 1980"
"Supreme Court of New Jersey. July 18, 1960 33 N.J. 247 163 A.2d 147
Extracted from page: 12
","Hastings v. Hastings, No. A-119, 33 N.J. 247, 163 A.2d 147 (N.J. July 18, 1960)
","July 18, 1960",NewJersey,Overruled by," 1.  France v. A. P. A. Transport Corp. 
267 A.2d 490 , 56 N.J. 500 , N.J.
","July 10, 1970"
"Supreme Court of New Jersey. June 28, 1960 33 N.J. 148 162 A.2d 854
Extracted from page: 14
","Baesler v. Globe Indem. Co., No. A-118, 33 N.J. 148, 162 A.2d 854 (N.J. June 28, 1960)
","June 28, 1960",NewJersey,Overruled by," 1.  Odolecki v. Hartford Acc. & Indem. Co.  
264 A.2d 38 , 55 N.J. 542 , N.J.
","Apr. 20, 1970"
